"","scientificName","residential_commercial_development","agriculture_aquaculture","energy_mining","transportation_service_corridors","biological_resource_use_hunting","biological_resource_use_loggingplants","biological_resource_use_fishing","human_intrusions_disturbance","natural_system_modifications","invasives_diseases","pollution","geological_events","climate_change","other"
"5015","Ilicura militaris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5016","Illadopsis albipectus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5017","Illadopsis cleaveri",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5018","Illadopsis distans",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5019","Illadopsis fulvescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5020","Illadopsis puveli",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5021","Illadopsis pyrrhoptera",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5022","Illadopsis rufescens",0,6,0,0,0,6,0,0,0,0,0,0,0,0
"5023","Illadopsis rufipennis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5024","Illadopsis turdina",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5025","Incana incana",0,8,0,0,0,8,0,0,0,0,0,0,0,0
"5026","Incaspiza laeta",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5027","Incaspiza ortizi",0,1,0,0,0,0,0,0,4,0,0,0,0,0
"5028","Incaspiza personata",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5029","Incaspiza pulchra",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5030","Incaspiza watkinsi",0,6,3,0,0,4,0,0,0,0,0,0,0,0
"5031","Indicator archipelagicus",0,6,0,0,0,6,0,0,6,0,0,0,0,0
"5032","Indicator exilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5033","Indicator indicator",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5034","Indicator maculatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5035","Indicator meliphilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5036","Indicator minor",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5037","Indicator pumilio",0,5,4,0,0,5,0,0,0,0,0,0,0,0
"5038","Indicator variegatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5039","Indicator willcocksi",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5040","Indicator xanthonotus",0,6,0,0,7,5,0,0,0,0,0,0,0,0
"5041","Inezia caudata",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5042","Inezia inornata",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5043","Inezia subflava",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5044","Inezia tenuirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5045","Iodopleura fusca",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5046","Iodopleura isabellae",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5047","Iodopleura pipra",6,6,0,0,0,6,0,0,0,0,0,0,0,0
"5048","Iole charlottae",0,6,0,0,0,6,0,0,5,0,0,0,0,0
"5049","Iole finschii",0,6,0,0,0,6,0,0,5,0,0,0,0,0
"5050","Iole palawanensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5051","Iole propinqua",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5052","Iole viridescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5053","Irania gutturalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5054","Irediparra gallinacea",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5055","Irena cyanogastra",0,6,5,5,0,6,0,0,0,0,0,0,0,0
"5056","Irena puella",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5057","Irena tweeddalii",6,0,5,5,6,5,0,0,0,0,0,0,0,0
"5058","Iridophanes pulcherrimus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5059","Iridosornis analis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5060","Iridosornis jelskii",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5061","Iridosornis porphyrocephalus",6,6,6,0,0,6,0,0,0,0,0,0,0,0
"5062","Iridosornis reinhardti",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5063","Iridosornis rufivertex",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5064","Isleria guttata",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5065","Isleria hauxwelli",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5066","Islerothraupis cristata",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5067","Islerothraupis luctuosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5068","Islerothraupis rufiventer",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5069","Ispidina lecontei",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5070","Ispidina picta",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5071","Ithaginis cruentus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5072","Ixidia cyaniventris",0,6,0,0,0,6,0,0,5,0,0,0,0,0
"5073","Ixidia erythropthalmos",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5074","Ixidia squamata",0,6,0,0,0,6,0,0,0,0,0,0,0,0
"5075","Ixobrychus cinnamomeus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5076","Ixobrychus dubius",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5077","Ixobrychus eurhythmus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5078","Ixobrychus exilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5079","Ixobrychus flavicollis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5080","Ixobrychus involucris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5081","Ixobrychus minutus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5082","Ixobrychus novaezelandiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5083","Ixobrychus sinensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5084","Ixobrychus sturmii",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5085","Ixonotus guttatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5086","Ixoreus naevius",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5087","Ixos malaccensis",0,6,0,0,0,6,0,0,5,0,0,0,0,0
"5088","Ixos mcclellandii",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5089","Ixos nicobariensis",5,5,0,5,4,0,0,0,0,8,0,0,0,0
"5090","Ixos sumatranus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5091","Ixos virescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5092","Jabiru mycteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5093","Jacamaralcyon tridactyla",5,6,0,0,0,0,0,0,0,0,0,0,0,0
"5094","Jacamerops aureus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5095","Jacana jacana",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5096","Jacana spinosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5097","Jubula lettii",0,0,0,0,0,6,0,0,0,0,0,0,0,0
"5098","Junco bairdi",7,7,0,0,0,0,0,0,0,0,0,0,0,0
"5099","Junco hyemalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5100","Junco insularis",0,0,0,0,0,0,0,0,0,7,0,0,0,0
"5101","Junco phaeonotus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5102","Junco vulcani",0,0,0,0,0,0,0,0,0,0,0,0,6,0
"5103","Jynx ruficollis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5104","Jynx torquilla",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5105","Kakamega poliothorax",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5106","Kaupifalco monogrammicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5107","Kempiella flavovirescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5108","Kempiella griseoceps",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5109","Kenopia striata",0,6,0,0,0,6,0,0,5,0,0,0,0,0
"5110","Ketupa flavipes",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5111","Ketupa ketupu",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5112","Ketupa zeylonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5113","Klais guimeti",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5114","Kleinothraupis atropileus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5115","Kleinothraupis auricularis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5116","Kleinothraupis calophrys",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5117","Kleinothraupis parodii",0,6,0,0,0,0,0,0,0,0,0,0,0,0
"5118","Kleinothraupis reyi",2,2,0,0,0,2,0,0,0,0,0,0,0,0
"5119","Knipolegus aterrimus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5120","Knipolegus cabanisi",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5121","Knipolegus cyanirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5122","Knipolegus franciscanus",0,6,5,0,0,6,0,0,0,0,0,0,6,0
"5123","Knipolegus heterogyna",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5124","Knipolegus hudsoni",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5125","Knipolegus lophotes",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5126","Knipolegus nigerrimus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5127","Knipolegus orenocensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5128","Knipolegus poecilocercus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5129","Knipolegus poecilurus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5130","Knipolegus sclateri",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5131","Knipolegus signatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5132","Knipolegus striaticeps",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5133","Kupeornis chapini",0,6,0,0,0,0,0,0,0,0,0,0,0,0
"5134","Kupeornis gilberti",0,6,0,0,0,6,0,0,5,0,0,0,0,0
"5135","Kupeornis rufocinctus",0,5,0,0,0,0,0,0,0,0,0,0,7,0
"5136","Kurochkinegramma hypogrammica",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5137","Lacedo melanops",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5138","Lacedo pulchella",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5139","Lafresnaya lafresnayi",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5140","Lagonosticta larvata",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5141","Lagonosticta nigricollis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5142","Lagonosticta nitidula",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5143","Lagonosticta rara",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5144","Lagonosticta rhodopareia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5145","Lagonosticta rubricata",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5146","Lagonosticta rufopicta",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5147","Lagonosticta sanguinodorsalis",0,0,0,0,0,7,0,0,0,0,0,0,0,0
"5148","Lagonosticta senegala",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5149","Lagonosticta umbrinodorsalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5150","Lagonosticta vinacea",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5151","Lagonosticta virata",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5152","Lagopus lagopus",0,0,0,0,0,0,0,0,0,0,0,0,6,0
"5153","Lagopus leucura",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5154","Lagopus muta",0,0,0,0,0,0,0,0,0,0,0,0,6,0
"5155","Lalage atrovirens",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5156","Lalage aurea",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5157","Lalage conjuncta",0,0,0,0,0,6,0,0,0,7,0,0,0,0
"5158","Lalage fimbriata",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5159","Lalage leucomela",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5160","Lalage leucoptera",0,5,0,0,0,5,0,0,0,0,0,0,0,0
"5161","Lalage leucopyga",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5162","Lalage leucopygialis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5163","Lalage maculosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5164","Lalage melanoleuca",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5165","Lalage melanoptera",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5166","Lalage melaschistos",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5167","Lalage minor",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5168","Lalage moesta",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5169","Lalage newtoni",2,2,0,0,6,1,0,5,4,8,0,0,6,0
"5170","Lalage nigra",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5171","Lalage polioptera",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5172","Lalage sharpei",0,6,0,0,0,6,0,0,0,0,0,0,7,0
"5173","Lalage sueurii",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5174","Lalage tricolor",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5175","Lalage typica",0,0,0,0,0,0,0,0,0,5,5,0,6,0
"5176","Lampornis amethystinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5177","Lampornis calolaemus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5178","Lampornis castaneoventris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5179","Lampornis cinereicauda",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5180","Lampornis clemenciae",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5181","Lampornis hemileucus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5182","Lampornis sybillae",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5183","Lampornis viridipallens",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5184","Lamprolaima rhami",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5185","Lamprolia klinesmithi",0,6,0,0,0,5,0,0,0,7,0,0,0,0
"5186","Lamprolia victoriae",0,5,0,0,0,5,0,0,0,6,0,0,6,0
"5187","Lampropsar tanagrinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5188","Lamprospiza melanoleuca",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5189","Lamprotornis acuticaudus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5190","Lamprotornis albicapillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5191","Lamprotornis australis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5192","Lamprotornis benguelensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5193","Lamprotornis bicolor",0,0,0,0,0,0,0,0,0,0,0,0,6,0
"5194","Lamprotornis caudatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5195","Lamprotornis chalcurus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5196","Lamprotornis chalybaeus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5197","Lamprotornis chloropterus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5198","Lamprotornis fischeri",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5199","Lamprotornis hildebrandti",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5200","Lamprotornis iris",0,6,5,0,7,0,0,0,0,0,0,0,0,0
"5201","Lamprotornis mevesii",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5202","Lamprotornis nitens",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5203","Lamprotornis ornatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5204","Lamprotornis pulcher",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5205","Lamprotornis purpureus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5206","Lamprotornis purpuroptera",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5207","Lamprotornis regius",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5208","Lamprotornis shelleyi",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5209","Lamprotornis splendidus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5210","Lamprotornis superbus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5211","Lamprotornis unicolor",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5212","Lamprotornis violacior",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5213","Laniarius aethiopicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5214","Laniarius amboimensis",0,7,0,4,0,4,0,0,0,0,0,0,6,0
"5215","Laniarius atrococcineus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5216","Laniarius atroflavus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5217","Laniarius barbarus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5218","Laniarius bicolor",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5219","Laniarius brauni",0,4,0,0,0,4,0,0,0,0,0,0,6,0
"5220","Laniarius erythrogaster",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5221","Laniarius ferrugineus",0,0,0,0,0,0,0,0,0,0,0,0,6,0
"5222","Laniarius fuelleborni",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5223","Laniarius funebris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5224","Laniarius holomelas",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5225","Laniarius leucorhynchus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5226","Laniarius luehderi",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5227","Laniarius mufumbiri",0,6,0,0,0,6,0,0,6,0,4,0,0,0
"5228","Laniarius nigerrimus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5229","Laniarius poensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5230","Laniarius ruficeps",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5231","Laniarius sublacteus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5232","Laniarius turatii",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5233","Laniellus albonotatus",0,5,0,0,4,5,0,0,4,0,0,0,0,0
"5234","Laniellus langbianis",0,7,0,5,0,7,0,0,6,0,0,0,6,0
"5235","Laniisoma buckleyi",4,5,4,4,0,5,0,0,0,0,0,0,0,0
"5236","Laniisoma elegans",0,6,0,0,0,0,5,0,0,0,0,0,0,0
"5237","Lanio aurantius",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5238","Lanio fulvus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5239","Lanio leucothorax",0,0,0,0,0,6,0,0,0,0,0,0,0,0
"5240","Lanio versicolor",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5241","Laniocera hypopyrra",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5242","Laniocera rufescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5243","Lanioturdus torquatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5244","Lanius borealis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5245","Lanius bucephalus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5246","Lanius cabanisi",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5247","Lanius collaris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5248","Lanius collurio",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5249","Lanius collurioides",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5250","Lanius corvinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5251","Lanius cristatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5252","Lanius dorsalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5253","Lanius excubitor",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5254","Lanius excubitoroides",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5255","Lanius giganteus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5256","Lanius gubernator",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5257","Lanius isabellinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5258","Lanius ludovicianus",0,6,0,6,4,0,0,0,0,7,5,0,6,0
"5259","Lanius mackinnoni",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5260","Lanius melanoleucus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5261","Lanius meridionalis",0,6,0,0,0,0,0,0,6,0,6,0,0,0
"5262","Lanius minor",0,0,0,0,0,0,0,0,0,0,0,0,6,0
"5263","Lanius newtoni",0,7,0,4,0,6,0,0,5,6,0,0,0,0
"5264","Lanius nubicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5265","Lanius phoenicuroides",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5266","Lanius schach",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5267","Lanius senator",0,6,0,6,6,0,0,0,6,0,6,0,6,0
"5268","Lanius somalicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5269","Lanius souzae",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5270","Lanius sphenocercus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5271","Lanius tephronotus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5272","Lanius tigrinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5273","Lanius validirostris",0,0,0,0,0,0,0,0,0,0,0,0,6,0
"5274","Lanius vittatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5275","Larosterna inca",0,0,4,0,0,0,5,0,0,6,0,0,6,0
"5276","Larus argentatus",0,0,4,0,4,0,5,0,0,7,7,0,5,0
"5277","Larus armenicus",0,0,0,0,5,0,0,0,6,0,6,0,0,0
"5278","Larus atlanticus",6,0,0,0,4,0,6,0,0,0,7,0,0,0
"5279","Larus atricilla",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5280","Larus audouinii",0,0,0,0,0,0,7,0,0,5,0,0,0,0
"5281","Larus belcheri",4,0,0,0,0,0,0,4,0,0,0,0,0,0
"5282","Larus brunnicephalus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5283","Larus bulleri",0,0,3,0,4,0,0,4,4,6,7,0,5,0
"5284","Larus cachinnans",0,0,0,0,4,0,0,0,0,0,4,0,0,0
"5285","Larus californicus",0,0,0,0,0,0,0,0,0,0,0,0,5,0
"5286","Larus canus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5287","Larus cirrocephalus",0,0,0,0,5,0,0,0,0,0,0,0,0,0
"5288","Larus crassirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5289","Larus delawarensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5290","Larus dominicanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5291","Larus fuliginosus",0,0,0,0,0,0,6,0,0,4,0,0,0,0
"5292","Larus fuscus",0,0,0,0,4,0,0,0,0,0,5,0,0,0
"5293","Larus genei",0,0,0,0,0,0,0,0,0,0,4,0,0,0
"5294","Larus glaucescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5295","Larus glaucoides",0,0,0,0,6,0,0,0,0,0,0,0,0,0
"5296","Larus hartlaubii",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5297","Larus heermanni",0,0,0,0,4,0,6,6,0,5,4,0,6,0
"5298","Larus hemprichii",0,0,3,0,5,0,0,0,0,0,4,0,0,0
"5299","Larus hyperboreus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5300","Larus ichthyaetus",5,0,0,0,0,0,0,5,0,4,0,0,0,0
"5301","Larus leucophthalmus",5,0,4,0,5,0,6,6,0,7,5,0,0,0
"5302","Larus livens",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5303","Larus maculipennis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5304","Larus marinus",0,0,0,0,0,0,5,0,0,0,0,0,0,0
"5305","Larus melanocephalus",4,0,0,0,5,0,0,5,0,0,0,0,0,0
"5306","Larus michahellis",0,0,0,0,4,0,0,0,0,0,0,0,0,0
"5307","Larus modestus",0,0,5,0,5,0,0,0,0,5,0,0,6,0
"5308","Larus novaehollandiae",0,0,0,0,0,0,0,0,0,6,0,0,0,0
"5309","Larus occidentalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5310","Larus pacificus",0,0,0,0,0,0,0,0,0,4,0,0,5,0
"5311","Larus philadelphia",0,0,0,0,0,0,0,0,0,0,0,0,6,0
"5312","Larus pipixcan",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5313","Larus relictus",6,6,0,5,0,0,0,6,0,5,7,0,6,0
"5314","Larus ridibundus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5315","Larus schistisagus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5316","Larus scoresbii",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5317","Larus serranus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5318","Larus smithsonianus",0,0,4,0,4,0,5,0,0,0,0,0,6,0
"5319","Larvivora akahige",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5320","Larvivora brunnea",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5321","Larvivora cyane",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5322","Larvivora komadori",0,0,0,0,0,0,0,0,0,5,0,0,0,0
"5323","Larvivora namiyei",5,0,0,5,0,6,0,0,5,5,0,0,0,0
"5324","Larvivora ruficeps",0,6,0,0,7,6,0,0,6,0,0,0,6,0
"5325","Larvivora sibilans",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5326","Larvivora tanensis",6,6,0,6,0,0,0,0,0,7,0,5,0,0
"5327","Laterallus albigularis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5328","Laterallus exilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5329","Laterallus flaviventer",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5330","Laterallus jamaicensis",0,6,0,0,0,0,0,0,6,0,5,0,7,0
"5331","Laterallus leucopyrrhus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5332","Laterallus levraudi",5,5,0,0,0,0,0,0,0,0,7,0,0,0
"5333","Laterallus melanophaius",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5334","Laterallus podarces",0,0,0,0,4,0,0,0,0,0,0,0,0,0
"5335","Laterallus rogersi",0,0,0,0,0,0,0,0,0,6,0,0,0,0
"5336","Laterallus ruber",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5337","Laterallus spilonota",0,6,0,4,0,0,0,0,0,6,0,0,5,0
"5338","Laterallus spilopterus",5,7,0,0,0,0,0,0,0,0,0,0,5,0
"5339","Laterallus tuerosi",0,7,0,0,0,0,0,0,7,7,7,0,7,0
"5340","Laterallus xenopterus",0,7,0,0,0,0,0,0,0,0,6,0,0,0
"5341","Lathamus discolor",6,6,0,6,4,6,0,4,0,7,0,0,5,0
