"","scientificName","code","title","timing","scope","severity","score","invasive"
"36891","Charadrius mongolus","5.1","Hunting & trapping terrestrial animals","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36892","Charadrius mongolus","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"36893","Charadrius mongolus","5.1.1","Intentional use (species is the target)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36894","Charadrius mongolus","5.1.2","Unintentional effects (species is not the target)","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"36895","Charadrius mongolus","6.1","Recreational activities","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"36896","Charadrius mongolus","6.3","Work & other activities","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"36897","Charadrius mongolus","8.1","Invasive non-native/alien species/diseases (Spartina alterniflora)","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7","Spartina alterniflora"
"36898","Charadrius mongolus","8.1.2","Named species (Spartina alterniflora)","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7","Spartina alterniflora"
"36899","Charadrius mongolus","9.1","Domestic & urban waste water","Ongoing","Majority (50-90%)","Unknown","Unknown",NA
"36900","Charadrius mongolus","9.1.3","Type Unknown/Unrecorded","Ongoing","Majority (50-90%)","Unknown","Unknown",NA
"36901","Charadrius mongolus","9.2","Industrial & military effluents","Ongoing","Majority (50-90%)","Unknown","Unknown",NA
"36902","Charadrius mongolus","9.2.3","Type Unknown/Unrecorded","Ongoing","Majority (50-90%)","Unknown","Unknown",NA
"36903","Charadrius mongolus","9.3","Agricultural & forestry effluents","Ongoing","Majority (50-90%)","Unknown","Unknown",NA
"36904","Charadrius mongolus","9.3.4","Type Unknown/Unrecorded","Ongoing","Majority (50-90%)","Unknown","Unknown",NA
"36905","Gypsophila annamensis",NA,NA,NA,NA,NA,NA,NA
"36906","Cypseloides rothschildi","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36907","Cypseloides rothschildi","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36908","Cypseloides rothschildi","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36909","Cypseloides rothschildi","2.2","Wood & pulp plantations","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36910","Cypseloides rothschildi","2.2.2","Agro-industry plantations","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36911","Cypseloides rothschildi","4.1","Roads & railroads","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36912","Cypseloides rothschildi","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36913","Cypseloides rothschildi","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36914","Sclerurus albigularis","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36915","Sclerurus albigularis","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36916","Sclerurus albigularis","2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36917","Sclerurus albigularis","2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36918","Macropygia cinnamomea","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"36919","Macropygia cinnamomea","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"36920","Macropygia cinnamomea","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36921","Macropygia cinnamomea","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36922","Pomatorhinus bornensis","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36923","Pomatorhinus bornensis","2.1.1","Shifting agriculture","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36924","Pomatorhinus bornensis","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36925","Pomatorhinus bornensis","2.2","Wood & pulp plantations","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36926","Pomatorhinus bornensis","2.2.1","Small-holder plantations","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36927","Pomatorhinus bornensis","2.2.2","Agro-industry plantations","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36928","Pomatorhinus bornensis","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36929","Pomatorhinus bornensis","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36930","Actenoides princeps","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36931","Actenoides princeps","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36932","Actenoides princeps","2.2","Wood & pulp plantations","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36933","Actenoides princeps","2.2.2","Agro-industry plantations","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36934","Actenoides princeps","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36935","Actenoides princeps","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"36936","Macropygia emiliana",NA,NA,NA,NA,NA,NA,NA
"36937","Dicrurus hottentottus","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36938","Dicrurus hottentottus","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36939","Dicrurus hottentottus","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36940","Dicrurus hottentottus","2.2","Wood & pulp plantations","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36941","Dicrurus hottentottus","2.2.2","Agro-industry plantations","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36942","Dicrurus hottentottus","3.2","Mining & quarrying","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36943","Dicrurus hottentottus","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36944","Dicrurus hottentottus","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"36945","Dicrurus hottentottus","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36946","Dicrurus hottentottus","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36947","Dicrurus hottentottus","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36948","Dicrurus palawanensis","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36949","Dicrurus palawanensis","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36950","Dicrurus palawanensis","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36951","Dicrurus palawanensis","2.2","Wood & pulp plantations","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36952","Dicrurus palawanensis","2.2.2","Agro-industry plantations","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36953","Dicrurus palawanensis","3.2","Mining & quarrying","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36954","Dicrurus palawanensis","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36955","Dicrurus palawanensis","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36956","Dicrurus palawanensis","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"36957","Turdus ravidus","11.4","Storms & flooding","Past, Unlikely to Return","Whole (>90%)","Unknown","Past Impact",NA
"36958","Turdus ravidus","5.3","Logging & wood harvesting","Past, Unlikely to Return","Whole (>90%)","Unknown","Past Impact",NA
"36959","Turdus ravidus","5.3.4","Unintentional effects: (large scale) [harvest]","Past, Unlikely to Return","Whole (>90%)","Unknown","Past Impact",NA
"36960","Turdus ravidus","8.1","Invasive non-native/alien species/diseases (Felis catus)","Past, Unlikely to Return","Whole (>90%)","Unknown","Past Impact","Felis catus"
"36961","Turdus ravidus","8.1.2","Named species (Felis catus)","Past, Unlikely to Return","Whole (>90%)","Unknown","Past Impact","Felis catus"
"36962","Traversia lyalli","1.1","Housing & urban areas","Past, Unlikely to Return","Unknown","Unknown","Past Impact",NA
"36963","Traversia lyalli","8.1","Invasive non-native/alien species/diseases (Felis catus)","Past, Unlikely to Return","Whole (>90%)","Rapid Declines","Past Impact","Felis catus"
"36964","Traversia lyalli","8.1.2","Named species (Felis catus)","Past, Unlikely to Return","Whole (>90%)","Rapid Declines","Past Impact","Felis catus"
"36965","Myadestes palmeri","11.1","Habitat shifting & alteration","Ongoing","Whole (>90%)","Negligible declines","Medium Impact: 6",NA
"36966","Myadestes palmeri","11.4","Storms & flooding","Past, Likely to Return","Whole (>90%)","Rapid Declines","Past Impact",NA
"36967","Myadestes palmeri","8.1","Invasive non-native/alien species/diseases (Capra hircus)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Capra hircus"
"36968","Myadestes palmeri","8.1","Invasive non-native/alien species/diseases (Copsychus malabaricus)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Copsychus malabaricus"
"36969","Myadestes palmeri","8.1","Invasive non-native/alien species/diseases (Erigeron annuus)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Erigeron annuus"
"36970","Myadestes palmeri","8.1","Invasive non-native/alien species/diseases (Felis catus)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6","Felis catus"
"36971","Myadestes palmeri","8.1","Invasive non-native/alien species/diseases (Garrulax canorus)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Garrulax canorus"
"36972","Myadestes palmeri","8.1","Invasive non-native/alien species/diseases (Hedychium gardnerianum)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Hedychium gardnerianum"
"36973","Myadestes palmeri","8.1","Invasive non-native/alien species/diseases (Horornis diphone)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Horornis diphone"
"36974","Myadestes palmeri","8.1","Invasive non-native/alien species/diseases (Plasmodium relictum)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Plasmodium relictum"
"36975","Myadestes palmeri","8.1","Invasive non-native/alien species/diseases (Psidium cattleianum)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Psidium cattleianum"
"36976","Myadestes palmeri","8.1","Invasive non-native/alien species/diseases (Pycnonotus cafer)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Pycnonotus cafer"
"36977","Myadestes palmeri","8.1","Invasive non-native/alien species/diseases (Rattus rattus)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Rattus rattus"
"36978","Myadestes palmeri","8.1","Invasive non-native/alien species/diseases (Rubus argutus)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Rubus argutus"
"36979","Myadestes palmeri","8.1","Invasive non-native/alien species/diseases (Sophonia rufofascia)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Sophonia rufofascia"
"36980","Myadestes palmeri","8.1","Invasive non-native/alien species/diseases (Sphaeropteris cooperi)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Sphaeropteris cooperi"
"36981","Myadestes palmeri","8.1","Invasive non-native/alien species/diseases (Sus domesticus)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Sus domesticus"
"36982","Myadestes palmeri","8.1","Invasive non-native/alien species/diseases (Zosterops japonicus)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Zosterops japonicus"
"36983","Myadestes palmeri","8.1.2","Named species (Capra hircus)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Capra hircus"
"36984","Myadestes palmeri","8.1.2","Named species (Copsychus malabaricus)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Copsychus malabaricus"
"36985","Myadestes palmeri","8.1.2","Named species (Erigeron annuus)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Erigeron annuus"
"36986","Myadestes palmeri","8.1.2","Named species (Felis catus)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6","Felis catus"
"36987","Myadestes palmeri","8.1.2","Named species (Garrulax canorus)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Garrulax canorus"
"36988","Myadestes palmeri","8.1.2","Named species (Hedychium gardnerianum)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Hedychium gardnerianum"
"36989","Myadestes palmeri","8.1.2","Named species (Horornis diphone)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Horornis diphone"
"36990","Myadestes palmeri","8.1.2","Named species (Plasmodium relictum)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Plasmodium relictum"
"36991","Myadestes palmeri","8.1.2","Named species (Psidium cattleianum)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Psidium cattleianum"
"36992","Myadestes palmeri","8.1.2","Named species (Pycnonotus cafer)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Pycnonotus cafer"
"36993","Myadestes palmeri","8.1.2","Named species (Rattus rattus)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Rattus rattus"
"36994","Myadestes palmeri","8.1.2","Named species (Rubus argutus)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Rubus argutus"
"36995","Myadestes palmeri","8.1.2","Named species (Sophonia rufofascia)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Sophonia rufofascia"
"36996","Myadestes palmeri","8.1.2","Named species (Sphaeropteris cooperi)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Sphaeropteris cooperi"
"36997","Myadestes palmeri","8.1.2","Named species (Sus domesticus)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Sus domesticus"
"36998","Myadestes palmeri","8.1.2","Named species (Zosterops japonicus)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Zosterops japonicus"
